Date,Open,High,Low,Close,Adj Close,Volume,News,trend_1d,log_returns,volatility_5d,DistRoBERTa_sentiment_scores,FinBERT_sentiment_scores,DeBERTa_sentiment_scores,DistRoBERTa_sentiment_vector,FinBERT_sentiment_vector,DeBERTa_sentiment_vector,DistRoBERTa_adjusted_score,FinBERT_adjusted_score,DeBERTa_adjusted_score,volatility_1d,DistRoBERTa_raw_score,FinBERT_raw_score,DeBERTa_raw_score,DistRoBERTa_predictions,FinBERT_predictions,DeBERTa_predictions
2006-12-15,30.139999,30.23,30.030001,30.190001,30.190001,102783700,"Law Firms’ Merger Will Expand Reach : Kirkpatrick & Lockhart Nicholson Graham and Preston Gates & Ellis agreed to merge yesterday to form one of the nation’s largest law firms, with 1,400 lawyers and expected 2007 revenue of $750 million.Nintendo Tries to Rein in the ‘Whee!’ of Its Wii : Nintendo is taking steps to keep users of its new console from damaging televisions, ceiling fans and bystanders.",-0.0099371311713437,0.00398277984186,0.1210502640264139,"[{'label': 'positive', 'score': 0.9991967082023621}, {'label': 'neutral', 'score': 0.0006430941284634173}, {'label': 'negative', 'score': 0.00016025756485760212}]","[{'label': 'positive', 'score': 0.487547904253006}, {'label': 'neutral', 'score': 0.47030821442604065}, {'label': 'negative', 'score': 0.042143840342760086}]","[{'label': 'positive', 'score': 0.9345231652259827}, {'label': 'neutral', 'score': 0.06428758800029755}, {'label': 'negative', 'score': 0.0011892667971551418}]","(0.0006430941284634173, 0.9991967082023621, 0.00016025756485760212)","(0.47030821442604065, 0.487547904253006, 0.042143840342760086)","(0.06428758800029755, 0.9345231652259827, 0.0011892667971551418)",0.9996792786354682,0.8408740903639261,0.9974580506650237,,0.9991967082023621,0.487547904253006,0.9345231652259827,0,0,0
2006-12-18,30.190001,30.26,29.780001,29.889999,29.889999,56986800,,0.0033456341032329,-0.0099868340024571,0.1631741414323392,"[{'label': 'neutral', 'score': 1.0}, {'label': 'negative', 'score': 0}, {'label': 'positive', 'score': 0}]","[{'label': 'neutral', 'score': 1.0}, {'label': 'negative', 'score': 0}, {'label': 'positive', 'score': 0}]","[{'label': 'neutral', 'score': 1.0}, {'label': 'negative', 'score': 0}, {'label': 'positive', 'score': 0}]","(1.0, 0, 0)","(1.0, 0, 0)","(1.0, 0, 0)",0.0,0.0,0.0,,0.0,0.0,0.0,1,1,1
2006-12-19,29.709999,30.17,29.530001,29.99,29.99,53822100,"Finally, a Way to Catch a Flight Without Shedding Your Shoes : The T.S.A. has approved a machine that scans air passengers’ shoes, while on their feet, for suspicious metal and signs of potentially explosive material.",0.0033344448149383,0.0033400499210771,0.1540228631391696,"[{'label': 'positive', 'score': 0.9989855885505676}, {'label': 'neutral', 'score': 0.0007542626117356122}, {'label': 'negative', 'score': 0.00026008268469013274}]","[{'label': 'neutral', 'score': 0.7699286341667175}, {'label': 'positive', 'score': 0.2179972529411316}, {'label': 'negative', 'score': 0.012074173428118229}]","[{'label': 'positive', 'score': 0.8878017663955688}, {'label': 'neutral', 'score': 0.10472775995731354}, {'label': 'negative', 'score': 0.007470476906746626}]","(0.0007542626117356122, 0.9989855885505676, 0.00026008268469013274)","(0.7699286341667175, 0.2179972529411316, 0.012074173428118229)","(0.10472775995731354, 0.8878017663955688, 0.007470476906746626)",0.9994794419587155,0.895039782917328,0.9833112732743933,,0.9989855885505676,0.2179972529411316,0.8878017663955688,0,0,0
2006-12-20,29.99,30.24,29.969999,30.09,30.09,31202100,Google Steps More Boldly Into PayPal&#8217;s Territory : Google’s aggressive promotion of its Checkout payment service has helped speed its adoption by online merchants.The Bonus Army : To see the embodiment of our economic system in action — for better and worse — one need look no farther than Goldman Sachs.,-0.0036556995679627,0.0033288978810362,0.1540219058196378,"[{'label': 'positive', 'score': 0.9996010661125183}, {'label': 'neutral', 'score': 0.00022837729193270206}, {'label': 'negative', 'score': 0.00017060131358448416}]","[{'label': 'neutral', 'score': 0.5133423209190369}, {'label': 'positive', 'score': 0.4762275516986847}, {'label': 'negative', 'score': 0.010430101305246353}]","[{'label': 'positive', 'score': 0.9955304265022278}, {'label': 'neutral', 'score': 0.004164703190326691}, {'label': 'negative', 'score': 0.0003048783983103931}]","(0.00022837729193270206, 0.9996010661125183, 0.00017060131358448416)","(0.5133423209190369, 0.4762275516986847, 0.010430101305246353)","(0.004164703190326691, 0.9955304265022278, 0.0003048783983103931)",0.9996587194473641,0.9571357760805126,0.9993876931319665,,0.9996010661125183,0.4762275516986847,0.9955304265022278,0,0,0
2006-12-21,30.129999,30.139999,29.889999,29.98,29.98,32270500,,-0.0113409272848565,-0.0036623979675021,0.0970337119123795,"[{'label': 'neutral', 'score': 1.0}, {'label': 'negative', 'score': 0}, {'label': 'positive', 'score': 0}]","[{'label': 'neutral', 'score': 1.0}, {'label': 'negative', 'score': 0}, {'label': 'positive', 'score': 0}]","[{'label': 'neutral', 'score': 1.0}, {'label': 'negative', 'score': 0}, {'label': 'positive', 'score': 0}]","(1.0, 0, 0)","(1.0, 0, 0)","(1.0, 0, 0)",0.0,0.0,0.0,,0.0,0.0,0.0,1,1,1
2006-12-22,29.83,29.860001,29.620001,29.639999,29.639999,37971700,,0.0118084012081107,-0.0114057259847577,0.1116501148570352,"[{'label': 'neutral', 'score': 1.0}, {'label': 'negative', 'score': 0}, {'label': 'positive', 'score': 0}]","[{'label': 'neutral', 'score': 1.0}, {'label': 'negative', 'score': 0}, {'label': 'positive', 'score': 0}]","[{'label': 'neutral', 'score': 1.0}, {'label': 'negative', 'score': 0}, {'label': 'positive', 'score': 0}]","(1.0, 0, 0)","(1.0, 0, 0)","(1.0, 0, 0)",0.0,0.0,0.0,,0.0,0.0,0.0,1,1,1
2006-12-26,29.530001,30.0,29.4,29.99,29.99,37098300,"Addressing a Shortage of Hotel Rooms, Not People : Demand for hotel rooms is soaring in India, pushing peak season rates for basic rooms into the stratosphere.Verizon to Allow Ads on Its Mobile Phones : The move is a symbolic advance toward the widespread appearance of marketing messages on the smallest of screens.",0.0010003334444814,0.0117392260712238,0.1377792701641845,"[{'label': 'positive', 'score': 0.9995860457420349}, {'label': 'negative', 'score': 0.00024125045456457883}, {'label': 'neutral', 'score': 0.00017272200784645975}]","[{'label': 'positive', 'score': 0.7545008659362793}, {'label': 'neutral', 'score': 0.22533026337623596}, {'label': 'negative', 'score': 0.02016880363225937}]","[{'label': 'positive', 'score': 0.731120765209198}, {'label': 'neutral', 'score': 0.15682080388069153}, {'label': 'negative', 'score': 0.1120583787560463}]","(0.00017272200784645975, 0.9995860457420349, 0.00024125045456457883)","(0.22533026337623596, 0.7545008659362793, 0.02016880363225937)","(0.15682080388069153, 0.731120765209198, 0.1120583787560463)",0.9995174157467348,0.9479292802479472,0.7342003071160752,,0.9995860457420349,0.7545008659362793,0.731120765209198,0,0,0
2006-12-27,29.99,30.129999,29.91,30.02,30.02,31248400,,-0.0013324450366422,0.0009998334443981,0.1359089822359594,"[{'label': 'neutral', 'score': 1.0}, {'label': 'negative', 'score': 0}, {'label': 'positive', 'score': 0}]","[{'label': 'neutral', 'score': 1.0}, {'label': 'negative', 'score': 0}, {'label': 'positive', 'score': 0}]","[{'label': 'neutral', 'score': 1.0}, {'label': 'negative', 'score': 0}, {'label': 'positive', 'score': 0}]","(1.0, 0, 0)","(1.0, 0, 0)","(1.0, 0, 0)",0.0,0.0,0.0,,0.0,0.0,0.0,1,1,1
2006-12-28,29.860001,30.030001,29.809999,29.98,29.98,26690600,"Google Wins Dismissal of Patent Lawsuit : Google won a dismissal of a lawsuit filed by a Wisconsin company over four patents covering database search technology.Considering a Media Center PC : I see lots of machines with ""Windows XP Media Center Edition 2005."" What is the difference between this and good old XP?Brilliant Ideas That Found a Welcome : A top 10 list — not of the greatest tech products, but of the greatest individual features that surfaced in 2006.",-0.00400263509006,-0.0013333335308642,0.1331491762554578,"[{'label': 'positive', 'score': 0.9990045428276062}, {'label': 'negative', 'score': 0.0005217523430474102}, {'label': 'neutral', 'score': 0.0004737653653137386}]","[{'label': 'neutral', 'score': 0.7063664793968201}, {'label': 'positive', 'score': 0.2757076621055603}, {'label': 'negative', 'score': 0.017925847321748734}]","[{'label': 'positive', 'score': 0.9892705678939819}, {'label': 'neutral', 'score': 0.00981863122433424}, {'label': 'negative', 'score': 0.0009108047815971076}]","(0.0004737653653137386, 0.9990045428276062, 0.0005217523430474102)","(0.7063664793968201, 0.2757076621055603, 0.017925847321748734)","(0.00981863122433424, 0.9892705678939819, 0.0009108047815971076)",0.9989560007664264,0.87790325867977,0.9981603273769208,,0.9990045428276062,0.2757076621055603,0.9892705678939819,0,0,0
2006-12-29,29.860001,30.15,29.83,29.860001,29.860001,41739800,,0.0,-0.0040106670737896,0.1336539809707499,"[{'label': 'neutral', 'score': 1.0}, {'label': 'negative', 'score': 0}, {'label': 'positive', 'score': 0}]","[{'label': 'neutral', 'score': 1.0}, {'label': 'negative', 'score': 0}, {'label': 'positive', 'score': 0}]","[{'label': 'neutral', 'score': 1.0}, {'label': 'negative', 'score': 0}, {'label': 'positive', 'score': 0}]","(1.0, 0, 0)","(1.0, 0, 0)","(1.0, 0, 0)",0.0,0.0,0.0,,0.0,0.0,0.0,1,1,1
2007-01-03,29.91,30.25,29.4,29.860001,29.860001,76935100,,-0.001674547834074,0.0,0.0958191084317629,"[{'label': 'neutral', 'score': 1.0}, {'label': 'negative', 'score': 0}, {'label': 'positive', 'score': 0}]","[{'label': 'neutral', 'score': 1.0}, {'label': 'negative', 'score': 0}, {'label': 'positive', 'score': 0}]","[{'label': 'neutral', 'score': 1.0}, {'label': 'negative', 'score': 0}, {'label': 'positive', 'score': 0}]","(1.0, 0, 0)","(1.0, 0, 0)","(1.0, 0, 0)",0.0,0.0,0.0,,0.0,0.0,0.0,1,1,1
2007-01-04,29.700001,29.969999,29.440001,29.809999,29.809999,45774500,"For the Well-Dressed iPod, a Leather Jacket in the Color of Your Choice : Rooting for Manchester United or the Giants to win? Get an iPod case in your team colors.Fewer Excuses For Not Doing A PC Backup : If there's one New Year's resolution even more likely to fail than ''I vow to lose weight,'' it's ''I vow to start backing up my computer.''     After all, setting up and remembering to use a backup system is a huge hassle. The odds are good that ...New Disc May Sway DVD Wars : Warner Brothers plans to announce a single videodisc that can play films and television programs in both Blu-ray and HD-DVD, the rival DVD technologies.Importing Contacts From Eudora : Is there a way to transfer a large address book from Eudora to another e-mail program?Corrections : A headline in Business Day yesterday about a lawsuit brought by Intertainer, a digital media company, against Apple Computer, Google and Napster misstated the nature of the litigation. It involves a patent, not a copyright.  Who Is That Wearing That Milk Mustache? : Brand mascots are everywhere these days, as marketers look for new ways to spread their messages across a variety of media.Fewer Excuses for Not Doing a PC Backup : Online backups, where files are shuttled off to the Internet for safekeeping, are suddenly becoming effortless, capacious and even free.",-0.0057027844918747,-0.0016759514564724,0.0301441640251521,"[{'label': 'neutral', 'score': 0.9930518865585327}, {'label': 'positive', 'score': 0.006689615081995726}, {'label': 'negative', 'score': 0.0002585070033092052}]","[{'label': 'neutral', 'score': 0.871159553527832}, {'label': 'negative', 'score': 0.08124607056379318}, {'label': 'positive', 'score': 0.04759439826011658}]","[{'label': 'neutral', 'score': 0.9592689275741577}, {'label': 'positive', 'score': 0.03206006437540054}, {'label': 'negative', 'score': 0.008670967072248459}]","(0.9930518865585327, 0.006689615081995726, 0.0002585070033092052)","(0.871159553527832, 0.04759439826011658, 0.08124607056379318)","(0.9592689275741577, 0.03206006437540054, 0.008670967072248459)",0.9255893894392156,-0.2611886824912861,0.574232875325383,,0.006689615081995726,-0.08124607056379318,0.03206006437540054,0,0,0
2007-01-05,29.629999,29.75,29.450001,29.639999,29.639999,44607200,,0.0097841096418389,-0.0057191074544956,0.0363067595375693,"[{'label': 'neutral', 'score': 1.0}, {'label': 'negative', 'score': 0}, {'label': 'positive', 'score': 0}]","[{'label': 'neutral', 'score': 1.0}, {'label': 'negative', 'score': 0}, {'label': 'positive', 'score': 0}]","[{'label': 'neutral', 'score': 1.0}, {'label': 'negative', 'score': 0}, {'label': 'positive', 'score': 0}]","(1.0, 0, 0)","(1.0, 0, 0)","(1.0, 0, 0)",0.0,0.0,0.0,,0.0,0.0,0.0,0,0,0
2007-01-08,29.65,30.1,29.530001,29.93,29.93,50220200,"Microsoft and Ford Combine Products : Bill Gates unveiled a partnership with the Ford Motor Company to build Microsoft technology into several Ford models.For Parents, New Ways to Control the Action : It is not overreaching to say that if you have young children who play computer games or use the Internet you are basically remiss if you do not upgrade to Vista as soon as possible.Console Sales Beat Goals, Makers’ Early Reports Say : Video game makers are shipping more consoles than expected, setting the stage for what may be a multiyear battle among Sony, Microsoft and Nintendo.TODAY IN BUSINESS : A BOLD NEW TOYOTA -- Toyota is making some surprisingly aggressive moves this week at the International Auto Show as it moves into markets long dominated by its American and European rivals. And they mark a notable shift for a company where conser...A Personal Computer to Carry in a Pocket : The newest cellphone screens are evolving to adopt more and more characteristics of a personal computer.",0.001002305379218,0.0097365551749135,0.0958555228085256,"[{'label': 'positive', 'score': 0.9992183446884155}, {'label': 'neutral', 'score': 0.0005878822994418442}, {'label': 'negative', 'score': 0.00019381714810151607}]","[{'label': 'positive', 'score': 0.721554160118103}, {'label': 'neutral', 'score': 0.2623615562915802}, {'label': 'negative', 'score': 0.016084300354123116}]","[{'label': 'positive', 'score': 0.74779212474823}, {'label': 'neutral', 'score': 0.24601605534553528}, {'label': 'negative', 'score': 0.0061918278224766254}]","(0.0005878822994418442, 0.9992183446884155, 0.00019381714810151607)","(0.2623615562915802, 0.721554160118103, 0.016084300354123116)","(0.24601605534553528, 0.74779212474823, 0.0061918278224766254)",0.999612137703537,0.956389745882214,0.9835757039619594,,0.9992183446884155,0.721554160118103,0.74779212474823,0,0,0
2007-01-09,30.0,30.18,29.73,29.959999,29.959999,44636600,"Corrections : Because of an editing error, an article in Business Day yesterday about announcements by Sony and Microsoft regarding sales of their latest game consoles carried an incorrect dateline. The reporter was in San Francisco -- not Las Vegas, where the ...Corrections: For the Record : Because of an editing error, an article in Business Day yesterday about announcements by Sony and Microsoft regarding sales of their latest game consoles carried an incorrect dateline. The reporter was in San Francisco &#151; not Las Vegas, where ...Corrections: For the Record : Corrections: For the Record",-0.0100133180912321,0.0010018034065733,0.0901797767930818,"[{'label': 'neutral', 'score': 0.8918092846870422}, {'label': 'negative', 'score': 0.10754245519638062}, {'label': 'positive', 'score': 0.0006483382894657552}]","[{'label': 'negative', 'score': 0.7123182415962219}, {'label': 'neutral', 'score': 0.2721751928329468}, {'label': 'positive', 'score': 0.015506614930927753}]","[{'label': 'neutral', 'score': 0.9861130118370056}, {'label': 'negative', 'score': 0.007769416552037001}, {'label': 'positive', 'score': 0.006117661017924547}]","(0.8918092846870422, 0.0006483382894657552, 0.10754245519638062)","(0.2721751928329468, 0.015506614930927753, 0.7123182415962219)","(0.9861130118370056, 0.006117661017924547, 0.007769416552037001)",-0.9880149083193374,-0.9573891581419236,-0.11894191026089494,,-0.10754245519638062,-0.7123182415962219,-0.007769416552037001,0,0,1
2007-01-10,29.799999,29.889999,29.43,29.66,29.66,55017400,,0.0350640930546191,-0.0100637885613949,0.1186793236654557,"[{'label': 'neutral', 'score': 1.0}, {'label': 'negative', 'score': 0}, {'label': 'positive', 'score': 0}]","[{'label': 'neutral', 'score': 1.0}, {'label': 'negative', 'score': 0}, {'label': 'positive', 'score': 0}]","[{'label': 'neutral', 'score': 1.0}, {'label': 'negative', 'score': 0}, {'label': 'positive', 'score': 0}]","(1.0, 0, 0)","(1.0, 0, 0)","(1.0, 0, 0)",0.0,0.0,0.0,,0.0,0.0,0.0,0,0,0
2007-01-11,29.76,30.75,29.65,30.700001,30.700001,99464300,"Getting Graphic With Vista  : When shopping for a new computer, what kind of graphics card will be necessary to run Microsoft’s Windows Vista?ONLINE : Sony has sold about 534,000 PlayStation 3 consoles in Japan since their debut on Nov. 11, far short of its goal of one million, according to sales estimates. By contrast, rival Nintendo has sold 1.14 million of its less expensive new game console,...The Computer With a TV, and a Family's Virtual Bulletin Board : The notion of a computer at the heart of every home gets a little bump with the multitasking Hewlett-Packard's $1,800 TouchSmart PC.Firms Fret as Office E-Mail Jumps Security Walls : More Internet-literate workers are forwarding their office e-mail to free Web-accessible personal accounts.Sales of Sony’s PlayStation 3 Fall Short in Japan : Analysts said the Japanese sales figures could offer a preview of how PlayStation 3 and Wii will fare in the U.S. Phone Shows Apple’s Impact on Consumer Products : Steve Jobs’s method is to refine existing technologies.Apple Waves Its Wand at the Phone : The new iPhone is so packed with possibilities that the cellphone may actually be the least interesting part.",0.0166123121624652,0.0344633504566548,0.2799974029648563,"[{'label': 'negative', 'score': 0.9963362216949463}, {'label': 'neutral', 'score': 0.0021961505990475416}, {'label': 'positive', 'score': 0.001467680442146957}]","[{'label': 'neutral', 'score': 0.6791355013847351}, {'label': 'negative', 'score': 0.24242466688156128}, {'label': 'positive', 'score': 0.07843983173370361}]","[{'label': 'neutral', 'score': 0.8745238184928894}, {'label': 'negative', 'score': 0.10816402733325958}, {'label': 'positive', 'score': 0.017312169075012207}]","(0.0021961505990475416, 0.001467680442146957, 0.9963362216949463)","(0.6791355013847351, 0.07843983173370361, 0.24242466688156128)","(0.8745238184928894, 0.017312169075012207, 0.10816402733325958)",-0.9970581785879901,-0.5110719193165866,-0.7240565211479277,,-0.9963362216949463,-0.24242466688156128,-0.10816402733325958,0,0,0
